match_id,round_number,stage,mode,duration_s,won_round,player_id,attack_rate,mobility_rate,defense_rate,hit_rate,miss_rate,dps_dealt,dps_taken,block_rate,dodge_rate,quick_rate,heavy_rate,special_rate,charge_rate,aggression,defense_style,mobility_style,risk_style,cluster,playstyle
843649846259,1,Stage 1,1v1,23.936767578125,0.0,a227ee27-cce6-458c-8465-49ed718d5bd9,0.4,0.5,0.1,1.0,0.0,2.5901575807027384,4.470110663470855,0.0,0.0,0.0,0.2,0.0,0.1,1.3165551532459583,0.045000000000000005,0.5,2.2350553317354276,2,Balanced
843649846259,1,Stage 1,1v1,23.936767578125,1.0,a227ee27-cce6-458c-8465-49ed718d5bd9,0.3809523809523809,0.6190476190476191,0.0,1.0,0.0,4.470110663470855,2.5901575807027384,0.0,0.0,0.0476190476190476,0.2857142857142857,0.0476190476190476,0.0,1.9669196845957515,0.0,0.6190476190476191,1.2950787903513692,2,Balanced
80a08e92c3d0,1,Stage 1,1v1,26.546611785888672,0.0,a227ee27-cce6-458c-8465-49ed718d5bd9,0.75,0.25,0.0,0.8888888888888888,0.1111111111111111,4.143654975151009,0.0,0.0,0.0,0.0,0.6666666666666666,0.0833333333333333,0.0,1.972501463525075,0.0,0.25,0.05555555555555555,4,Aggressive
30f4068d5a70,1,Stage 1,1v1,38.79589080810547,1.0,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,0.1650485436893204,0.5145631067961165,0.1941747572815534,0.5454545454545454,0.4545454545454545,2.577592572745034,2.26828146401563,0.1111111111111111,0.0,0.0,0.0485436893203883,0.0194174757281553,0.0485436893203883,1.1045404543001265,0.12071197411003237,0.5145631067961165,1.3614134592805422,1,Balanced
30f4068d5a70,1,Stage 1,1v1,38.79589080810547,0.0,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,0.1775700934579439,0.7757009345794392,0.0373831775700934,0.6428571428571429,0.3571428571428571,2.26828146401563,2.577592572745034,0.0,0.1428571428571428,0.0747663551401869,0.0841121495327102,0.0186915887850467,0.0,1.0256408355029336,0.05253671562082773,0.7757009345794392,1.4673677149439457,2,Balanced
7fd2733995d3,1,Stage 1,1v1,47.85015869140625,1.0,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,0.15625,0.71875,0.06875,0.5625,0.4375,2.1525529447930234,1.274812909052179,0.0,0.0,0.025,0.1,0.03125,0.0,0.9565185306775581,0.030937500000000003,0.71875,0.8561564545260895,2,Balanced
7fd2733995d3,1,Stage 1,1v1,47.85015869140625,0.0,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,0.0357142857142857,0.7232142857142857,0.125,1.0,0.0,0.3552757287522465,2.1525529447930234,0.1,0.0,0.0,0.0,0.0,0.0,0.38863221934900055,0.08625,0.7232142857142857,1.0762764723965117,3,Mobile
d948738115b1,1,Stage 1,1v1,38.125732421875,0.0,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,0.0760233918128654,0.47953216374269,0.2339181286549707,0.7142857142857143,0.2857142857142857,1.442595237027977,3.2523965343903485,0.1666666666666666,0.0,0.0116959064327485,0.0526315789473684,0.0058479532163742,0.0,0.7138891182563667,0.1552631578947368,0.47953216374269,1.769055410052317,1,Balanced
d948738115b1,1,Stage 1,1v1,38.125732421875,1.0,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,0.0196078431372549,0.931372549019608,0.0294117647058823,1.0,0.0,2.1770073576967657,1.442595237027977,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,1.01979571244877,0.08466386554621846,0.931372549019608,0.7212976185139885,3,Mobile
842909dee042,1,Stage 1,1v1,27.499267578125,0.0,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,0.1724137931034483,0.4827586206896552,0.1724137931034483,0.2,0.8,0.509104468336337,3.636460488116693,0.0,0.0,0.0344827586206896,0.1034482758620689,0.0172413793103448,0.0,0.29715208115909725,0.07758620689655173,0.4827586206896552,2.2182302440583466,1,Balanced
842909dee042,1,Stage 1,1v1,27.499267578125,1.0,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,0.1451612903225806,0.7258064516129032,0.1129032258064516,0.8571428571428571,0.1428571428571428,3.636460488116693,0.509104468336337,0.0,0.0,0.0,0.0806451612903225,0.0161290322580645,0.0161290322580645,1.5451114012555889,0.05080645161290322,0.7258064516129032,0.3259808055967399,2,Balanced
163a0db304c9,1,Stage 1,1v1,70.47470092773438,0.0,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,0.0134529147982062,0.7488789237668162,0.1255605381165919,1.0,0.0,1.1209696381827512,1.433138398183011,0.125,0.0,0.0,0.0,0.0,0.0,0.6477205392832455,0.09400224215246636,0.7488789237668162,0.7165691990915055,3,Mobile
163a0db304c9,1,Stage 1,1v1,70.47470092773438,1.0,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,0.1261261261261261,0.7477477477477478,0.072072072072072,0.7096774193548387,0.2903225806451613,1.433138398183011,1.1209696381827512,0.1538461538461538,0.0769230769230769,0.027027027027027,0.0585585585585585,0.027027027027027,0.0,0.7294682446532139,0.09781704781704775,0.7477477477477478,0.7056461094139562,2,Balanced
619fe93bb207,1,Stage 1,1v1,40.95880126953125,1.0,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,0.2264150943396226,0.7452830188679245,0.0094339622641509,0.6470588235294118,0.3529411764705882,2.563551587094621,1.0254206348378485,0.0,0.0,0.1698113207547169,0.0,0.0188679245283018,0.0188679245283018,1.1495737991013193,0.004245283018867905,0.7452830188679245,0.6891809056542184,2,Balanced
619fe93bb207,1,Stage 1,1v1,40.95880126953125,0.0,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,0.1770833333333333,0.5833333333333334,0.15625,0.3,0.7,1.0254206348378485,2.563551587094621,0.0,0.12,0.0,0.0729166666666666,0.03125,0.03125,0.5047305555265802,0.1003125,0.5833333333333334,1.6317757935473103,1,Balanced
0b06582c9e8e,1,Stage 1,1v1,43.270599365234375,0.0,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,0.1571428571428571,0.6857142857142857,0.0857142857142857,0.25,0.75,1.3404020478301928,2.865687136740412,0.1,0.0,0.0785714285714285,0.0214285714285714,0.0071428571428571,0.0142857142857142,0.5944978595977103,0.06857142857142856,0.6857142857142857,1.807843568370206,1,Balanced
0b06582c9e8e,1,Stage 1,1v1,43.270599365234375,1.0,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,0.1854838709677419,0.75,0.032258064516129,0.5555555555555556,0.4444444444444444,2.865687136740412,1.3404020478301928,0.0,0.0,0.0483870967741935,0.0967741935483871,0.0161290322580645,0.0080645161290322,1.2160729351351298,0.01451612903225805,0.75,0.8924232461373186,2,Balanced
2f8ec66762c3,1,Stage 1,1v1,31.134246826171875,0.0,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,0.1473684210526315,0.5578947368421052,0.1578947368421052,0.4545454545454545,0.5454545454545454,1.4132347651015922,4.368180183041285,0.0,0.125,0.031578947368421,0.0736842105263157,0.0210526315789473,0.0,0.6672158998429735,0.10230263157894734,0.5578947368421052,2.4568173642479154,1,Balanced
2f8ec66762c3,1,Stage 1,1v1,31.134246826171875,1.0,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,0.1884057971014492,0.782608695652174,0.0289855072463768,0.6363636363636364,0.3636363636363636,4.368180183041285,1.4132347651015922,0.0,0.1666666666666666,0.0579710144927536,0.0434782608695652,0.0289855072463768,0.0,1.7633162919959384,0.05471014492753621,0.782608695652174,0.8884355643689779,2,Balanced
4c71cb927f9d,1,Stage 1,1v1,48.55029296875,1.0,7b2d5b56-fb33-42ca-bb1c-ca8c3f246947,0.1825396825396825,0.5555555555555556,0.1507936507936507,0.4666666666666667,0.5333333333333333,2.409872172662449,1.6477758445555208,0.3333333333333333,0.0833333333333333,0.0396825396825396,0.0714285714285714,0.0238095238095238,0.0238095238095238,1.0331378001143967,0.18869047619047613,0.5555555555555556,1.090554588944427,1,Balanced
4c71cb927f9d,1,Stage 1,1v1,48.55029296875,0.0,7a3deb71-1a5e-4b42-a2d4-2fe4129134a1,0.2288135593220339,0.7457627118644068,0.0254237288135593,0.4761904761904761,0.5238095238095238,1.6477758445555208,2.409872172662449,0.0,0.0,0.0508474576271186,0.1186440677966101,0.0254237288135593,0.0,0.7872945883708649,0.011440677966101685,0.7457627118644068,1.4668408482359863,2,Balanced
